,11DC_corr,11DC_pval,11DC_qval,11DC_ci_low,11DC_ci_high,19Lymph_corr,19Lymph_pval,19Lymph_qval,19Lymph_ci_low,19Lymph_ci_high,7MEP_corr,7MEP_pval,7MEP_qval,7MEP_ci_low,7MEP_ci_high,15Mo_corr,15Mo_pval,15Mo_qval,15Mo_ci_low,15Mo_ci_high,3Ery_corr,3Ery_pval,3Ery_qval,3Ery_ci_low,3Ery_ci_high,gene
Gch1,-0.03068998578554179,0.10890031671814313,0.1390362534200192,-0.06812626617812456,0.006832596702224514,0.019027754454887663,0.3203385914497219,0.39341227013985414,-0.01850016729024917,0.05650213799421192,-0.018030648880146768,0.34635910850634744,0.3897245788899266,-0.05550781851820689,0.01949725529023443,-0.06276888706950501,0.0010301903054696904,0.0014189521587909277,-0.10004801425163702,-0.025313778925966587,0.060964888081047316,0.0014346812632218802,0.0017682446569209675,0.023503927513507515,0.09825488718944121,Gch1
Rab27b,-0.030807938884269317,0.10754617624662853,0.13745994601004263,-0.0682437820006533,0.006714537390403533,0.03712500121423934,0.05243021460403577,0.07692885654699295,-0.00039025825250814036,0.0745359084704786,0.08427806170617709,1.0264617828612535e-05,1.7014023115534033e-05,0.046911664853565065,0.12140892299553363,-0.0555034738575132,0.0037148592748775717,0.004896859953247708,-0.0928249100440022,-0.018026292209213455,-0.005020833922320932,0.7931721929380747,0.8045964837828619,-0.042527539581726684,0.03250000356185666,Rab27b
Dok2,-0.03082943016853567,0.10730089044550524,0.13724809967658955,-0.06826519350046538,0.0066930266412476465,0.15314041095167524,7.597812345670251e-16,5.244010080981607e-15,0.11629380513273709,0.18956606623722874,0.11593893626350449,1.1887107045014372e-09,2.2689384077624226e-09,0.07876680996669504,0.15278910877026472,-0.026255555286742255,0.17025083302737398,0.19320637245887765,-0.0637075212496072,0.01127026152020805,-0.07358690034706106,0.00011825426712069068,0.00015499258482092802,-0.1107957544518307,-0.036172040640044055,Dok2
Ndufv3,-0.030844411172338985,0.10713017029764615,0.13708054048838594,-0.06828011886824539,0.006678032048446452,-0.12160048222895135,1.7520149048780727e-10,6.557704378236691e-10,-0.1583926414224493,-0.08447110722270063,-0.27070864819698137,1.2483537094278358e-47,7.919243844182833e-47,-0.3051246530147621,-0.23558644406219614,0.08263697316686613,1.523777424341511e-05,2.4221814331656168e-05,0.04526257585394323,0.1197803577123986,0.123863351973363,7.946181343648392e-11,1.295948573578951e-10,0.08675174523389761,0.160631661021561,Ndufv3
Sirt7,-0.030896210291190086,0.10654153583782808,0.1363779080772792,-0.06833172548787342,0.0066261858135130145,0.012731370324865333,0.506129288782342,0.5789367502777136,-0.024795188138566425,0.05022209950088729,-0.16751201789293987,1.0391283437868352e-18,2.6309845300134765e-18,-0.2037463579458546,-0.1308193927014771,0.02656865238707796,0.16521018747250338,0.18766963692153033,-0.010956984549536924,0.06401955904451255,0.07645046548103608,6.3315456217874e-05,8.442876329516351e-05,0.03904773913920994,0.11363926203015268,Sirt7
Reep2,-0.030899341935584648,0.10650603076493317,0.1363779080772792,-0.0683348454878273,0.00662305131413188,-0.00356087232546646,0.8524824188785932,0.8829282195528286,-0.04107010191208838,0.033958379949442535,0.04054820836312657,0.03412285958006444,0.04440346470995565,0.0030381138628980298,0.07794435889025637,-0.048794822866000606,0.01076845238221052,0.013733159338879712,-0.08615183581072514,-0.011300793297578517,0.02400156956628266,0.20998045620245864,0.22476506028371115,-0.013525324740147756,0.061460945330476094,Reep2
Gramd1b,-0.030908671603664315,0.10640031104037212,0.13629824550865782,-0.06834414046092097,0.0066137131362214,0.10270674716913367,7.350084465106202e-08,2.0521959133561087e-07,0.06544418863243345,0.13968326148572746,-0.061056894438150974,0.0014109389967825842,0.002093357901073387,-0.09834634492385577,-0.023596226410168692,0.015757176830299282,0.41055423454777096,0.43946112389092973,-0.021770408165136083,0.05324042097338778,0.003933395176918204,0.8372552047469192,0.8473219095547266,-0.03358627676174949,0.041441995928456106,Gramd1b
Slbp,-0.030954867205705595,0.10587806699525613,0.13573001827660808,-0.06839016417590965,0.006567475301554534,-0.0724581058297771,0.0001503717001362403,0.00029755317498289296,-0.10967469904006823,-0.03503863348823762,-0.1856351548335337,1.0431017417487817e-22,2.992305993994219e-22,-0.2216065913691168,-0.14915919097180835,-0.01645761170117581,0.3900617579768063,0.41908565590845537,-0.053939025545909416,0.021070112982812035,0.14039683798337244,1.5785161505899253e-13,2.7610031605097983e-13,0.10342686591495696,0.17697941264994196,Slbp
Gimap7,-0.030956979155403422,0.10585423992691928,0.13573001827660808,-0.06839226826354403,0.006565361417249258,0.5285090986632208,4.232734217138296e-207,1.8258957229180323e-204,0.5009261803324689,0.5550195155388307,-0.04969201874817166,0.009401718846350403,0.013061727753122079,-0.08704446796145475,-0.012200045912910365,-0.04804606654880373,0.012041294974092396,0.015311167632863987,-0.08540684224735898,-0.010550366953737348,-0.06026531915028172,0.0016276007568013136,0.0020003027819520416,-0.09755946909916287,-0.022802155150165617,Gimap7
Pygl,-0.030978662253536342,0.10560985641195325,0.13548684553072515,-0.06841387062368764,0.0065436584373707645,-0.060185350980478586,0.001651110752732225,0.002895316670568551,-0.09747997309509289,-0.0227219374558549,-0.05986120411807127,0.0017496404944987325,0.002578142334122599,-0.09715773525800488,-0.02239678409927212,0.16076288915327025,2.4832948156699316e-17,8.024204502693759e-17,0.12399598981803903,0.19708896663692255,-0.06619733354861768,0.0005363108615262905,0.0006783269056836015,-0.10345513168829673,-0.028754024609588293,Pygl
Chd3,-0.03099491358489532,0.10542698607349102,0.13530253958334604,-0.06843006141947036,0.006527392181606243,0.04879359915537239,0.010770431148458999,0.017295838945245234,0.011299566823128498,0.08615061828373911,0.044959237269479625,0.01880440087377026,0.025211339322214903,0.007457098717514039,0.08233508413913027,-0.0032986662065888194,0.8632337305790634,0.8756671382211487,-0.040808332176503995,0.034220284444020255,-0.026067809979018974,0.17332814100338723,0.18674849035363386,-0.06352040763081879,0.01145811115222204,Chd3
Rsbn1,-0.031350071827123634,0.10149286971746484,0.1306422578869717,-0.0687838917867707,0.006171902820995159,-0.06070713290025491,0.0015031684798019096,0.0026466502162226483,-0.09799866561711122,-0.023245356185699916,-0.12587347740781143,3.8889315844206574e-11,7.802734242927726e-11,-0.16262028285080443,-0.08877798065739428,0.12202839091742508,1.510388273602585e-10,3.334002743070098e-10,0.08490234606635685,0.1588160690613528,-0.0004099287444996325,0.9829211800921114,0.984347357080057,-0.03792406147547348,0.037105357815925125,Rsbn1
Smg1,-0.0313537212941949,0.1014530591505493,0.13063974146587523,-0.06878752756023626,0.006168249902253405,-0.01987740970455705,0.2992008295411648,0.3708843616187355,-0.05734936049232542,0.017650468108802962,-0.11805708334908116,5.86914737979805e-10,1.1277520939689906e-09,-0.1548858288582619,-0.08090066658633514,-0.043097779244075984,0.024322868212086554,0.03008462242227126,-0.08048237121102307,-0.0055921046232618645,0.11063596141572768,6.5828991734458995e-09,1.0137253479501025e-08,0.07342599836772402,0.14753832298977232,Smg1
Adipor2,-0.031573479134875536,0.0990786262835075,0.12772519211968036,-0.06900645898828664,0.005948282368601711,-0.06903483148125839,0.00030526617868809216,0.000582029603675473,-0.10627431585100353,-0.03160195899198003,-0.09419644370847481,8.071546753726276e-07,1.3983387473448482e-06,-0.1312473639059164,-0.05688273730143951,0.07202668224480983,0.00016468770828585293,0.00024041340156280816,0.0346054723848159,0.10924620831871144,0.022416066912111645,0.24168781979918053,0.25710994640165596,-0.01511135665790808,0.059880427462426694,Adipor2
Aff3,-0.03162225772619715,0.09855764270238596,0.12710105566738936,-0.0690550536557992,0.0058994567402875595,0.023729309100491102,0.21519982598278808,0.2772133629961186,-0.013797689519990027,0.061189554204808275,0.08653704247912801,5.888462420265353e-06,9.82169348107092e-06,0.04918199157378231,0.12365033840747161,-0.06882948032604917,0.0003181989835793703,0.000456402615267002,-0.10607031016703664,-0.03139583214113238,0.007440803079737924,0.6975935160087479,0.7118259088545797,-0.030082310025527345,0.04494297365628289,Aff3
Kif11,-0.03164059822558492,0.09836232190940762,0.1268965880035012,-0.06907332495482911,0.005881098508952596,-0.11097289854712741,5.918410891189189e-09,1.8738014665590724e-08,-0.14787200606031584,-0.07376527606380753,-0.23853059863372386,5.846909277258271e-37,2.6002169994611202e-36,-0.27359705658020417,-0.20283089623659661,-0.08035678205210176,2.6067438932059772e-05,4.0723735515861605e-05,-0.11751723501924824,-0.0429716066774776,0.22772555759521398,1.003471112423466e-33,2.7267549676955756e-33,0.191849826154528,0.26299350435248897,Kif11
Uqcr10,-0.03176865818951343,0.09700711678586477,0.1251950486267836,-0.06920090103712781,0.005752914029343106,-0.13718228536807506,5.627927471597135e-13,2.774568243497388e-12,-0.17380255177013423,-0.10018314741550595,-0.37039805903156847,1.0969017540248594e-91,3.263282718223957e-90,-0.4023223538007413,-0.3375740622788116,-0.0009723889078074267,0.9595017592090912,0.9631298926790499,-0.03848570093287492,0.036543660105342796,0.24610190872210175,2.498675748417395e-39,7.903693865983895e-39,0.2105309074255168,0.28102210404987826,Uqcr10
Cenpe,-0.031827443513254436,0.096390032806466,0.12444519387022603,-0.06925946382727782,0.0056940711343184056,-0.09044530184942928,2.179150655526812e-06,5.258915323232886e-06,-0.12752731381330487,-0.05311079241029508,-0.21338963519975315,1.077786188261942e-29,3.89062775699996e-29,-0.24891174996855206,-0.17729420395981488,-0.09814606818801798,2.721080834433195e-07,4.823035418402135e-07,-0.1351631240665233,-0.06085541713835449,0.22241158417327436,3.3886025079858835e-32,8.852435469386286e-32,0.18645257395387643,0.2577754967934282,Cenpe
Per3,-0.03185621736488619,0.09608913274531536,0.12410314262877369,-0.06928812866059371,0.005665269008354419,-0.04002718799506846,0.0364953941600845,0.05471138368655587,-0.07742564092861302,-0.0025162504775346653,-0.06333228016401109,0.0009273506079043717,0.0013914291077730377,-0.10060796240153613,-0.025879050064112466,0.08630905685604114,6.232046999918059e-06,1.0142106503505885e-05,0.04895284335638632,0.12342414273283447,-0.012505962433222408,0.5136892456283042,0.5306020911892481,-0.04999722179608477,0.025020492062350467,Per3
Prkch,-0.031979422781349916,0.09480920783855949,0.12258770185495271,-0.06941086657765258,0.005541941821357661,0.08500452691903382,8.597711591158488e-06,1.9558802044224087e-05,0.04764173669761092,0.12212978067652105,0.05831341686205515,0.0022989100906503166,0.003353144007960373,0.0208443001470946,0.09561895569788816,-0.09023367447509595,2.3021059904315204e-06,3.836102256387821e-06,-0.12731740944160544,-0.052898023138625426,0.023921247256816137,0.21151066183481804,0.22633280433859135,-0.013605678403458311,0.06138088006981619,Prkch
Ddah2,-0.0320312160499785,0.09427524290397522,0.12194801882606239,-0.06946246297988744,0.005490097021889084,-0.0034963094673065398,0.85512724766354,0.8847267195731735,-0.04100564698217357,0.03402286901704416,0.13673233079010536,6.707970688070764e-13,1.422815417611076e-12,0.0997291731045307,0.17335781224509253,-0.09536626309270067,5.875287506357466e-07,1.0224718701179836e-06,-0.13240727370389557,-0.05805926219019633,0.007073739907887663,0.7118283244268553,0.7261364314505107,-0.030449056279039995,0.044576626578625954,Ddah2
Atpase6,-0.032102654572185196,0.09354270038387782,0.12117712425854443,-0.0695336296354138,0.00541858709214045,-0.07415249249142099,0.00010470802929077053,0.00021143792222495558,-0.11135743324518892,-0.036739980183524625,-0.14530673808148195,2.136921587217716e-14,4.773149771837112e-14,-0.18183027157330506,-0.1083828322415212,0.028638028797304947,0.1346780129680715,0.15430737807198364,-0.008886234047024337,0.06608174997426364,0.08478101652595141,9.080857716240176e-06,1.253521599149794e-05,0.04741711240636422,0.12190799971524346,Atpase6
Zc3h6,-0.0321245589403488,0.09331900562846773,0.12093274067737218,-0.06955545056792091,0.005396660752235266,-0.0031681812812626646,0.8685936171379964,0.8959837282657784,-0.04067806249524222,0.03435061734797555,0.0622538232169648,0.0011333375574255923,0.0016924049808203024,0.024797019089841697,0.09953607916512273,-0.036566674711095766,0.05608319759289013,0.06687737211232338,-0.07397990587415712,0.0009493435282170747,0.0030585016456647794,0.8731035748993097,0.8812295493431409,-0.034460168214247626,0.04056856279748165,Zc3h6
Stk38,-0.0322091099276096,0.0924595628402765,0.11990903846741609,-0.06963967915709289,0.0053120246155114,-0.051636345437009123,0.006957205478328563,0.011427565971305032,-0.0889786987091002,-0.014149037920546581,-0.0022459876365929225,0.9066324589462088,0.9191505921925284,-0.0397573537187149,0.03527170021265775,-0.0935949088005839,9.489600061972765e-07,1.628473884329588e-06,-0.13065088512819054,-0.05627779468802118,0.09384187657992003,8.880572509001371e-07,1.279084128904997e-06,0.056526158228726,0.1308957802952129,Stk38
Ndufa13,-0.03222015834552339,0.09234772874114906,0.11980902702470128,-0.0696506854072879,0.005300965031264082,-0.09952836703586931,1.841109353369708e-07,4.952196709648374e-07,-0.13653329789578772,-0.062246064105736645,-0.2557888522103167,1.740948551113465e-42,9.387521015457137e-42,-0.2905158230147578,-0.22038895476849993,0.090748314058209,2.014017933415314e-06,3.3674301783993453e-06,0.05341544551176902,0.12782785321044804,0.10437960975839915,4.482595441789538e-08,6.755212606819081e-08,0.0671277507447307,0.141340867172505,Ndufa13
Hip1r,-0.03227094037039643,0.09183509928355989,0.11923360708335785,-0.06970127349878184,0.005250131564335241,0.010029023005433662,0.6004593786425967,0.6654416556504821,-0.02749603793335707,0.04752585800999237,-0.0018970596380803546,0.921085967619326,0.9321606082857167,-0.03940897093495349,0.0356201913082096,0.014099217983726845,0.4615362075353957,0.4893053396581178,-0.023427889627630746,0.05158664829374489,-0.0036276543294465743,0.8497484255605788,0.8594612592642314,-0.04113677194966381,0.03389167394361183,Hip1r
Pra1,-0.03230947375048112,0.09144764290421463,0.11877524112248578,-0.06973965959383358,0.005211559020640055,-0.0746654795065503,9.369976799045553e-05,0.0001905467880583748,-0.11186685033037917,-0.03725511717013398,-0.11029183548907838,7.336231672661633e-09,1.3633460152049164e-08,-0.14719751188011587,-0.07307949082900511,0.05451557399015477,0.004376517376172127,0.005740540275625242,0.017035698373969066,0.09184245958555141,0.046136832586722874,0.01590846912453914,0.018398290606884426,0.008637065767122816,0.083507013739028,Pra1
Srp68,-0.03241587112535724,0.09038462308321785,0.11743875536904547,-0.06984564971350153,0.005105052928433757,-0.15115177372532917,1.8029421643590332e-15,1.1873956887792029e-14,-0.18760270431713835,-0.11428510183795215,-0.2670077742177613,2.5398452976230087e-46,1.5377203722977196e-45,-0.30150242455023796,-0.231815085264097,0.12275806589218163,1.1713018883525534e-10,2.59946161845959e-10,0.08563773174277736,0.1595380716855837,0.09914595868973806,2.052317150117999e-07,3.011286770857659e-07,0.06186133179542483,0.13615425806129192,Srp68
Hipk1,-0.0324396562345617,0.09014834924485668,0.11726421155069748,-0.06986934366532041,0.005081243399073492,-0.043480068868688625,0.023087025382538696,0.035331851261703344,-0.08086288592508509,-0.005975099165617972,-0.10490671948330992,3.82966985605764e-08,6.933993008003628e-08,-0.14186312659472003,-0.06765827578431094,-0.009271303249842093,0.6282668689740963,0.6528602724569728,-0.04676975218879594,0.028253239458930286,0.08391785878942555,1.1201406109605917e-05,1.5419247101814927e-05,0.046549688466061556,0.12105148593378683,Hipk1
Anp32b,-0.03244829896095358,0.09006261823502346,0.11719686860070361,-0.06987795325765553,0.0050725917886624925,-0.25050738570565095,9.541603643341507e-41,7.317349816260341e-39,-0.2853405529043989,-0.21501330316856185,-0.3524668210428186,2.049601739113257e-82,4.366157778814723e-81,-0.38489222537645307,-0.31917242397289153,0.05727466920538696,0.0027516604476938438,0.003663572609950407,0.019802501770266486,0.0945861532752366,0.22053647716851832,1.147329212891867e-31,2.9548008311118155e-31,0.1845485988314812,0.2559337601322014,Anp32b
Stat1,-0.03262143855058213,0.08835894350756562,0.11519709635232676,-0.07005042789852947,0.0048992730422418255,0.004493519236682909,0.814475559102173,0.8494273661110906,-0.033026764128113735,0.04200115491274992,-0.10971822809111584,8.781908961260375e-09,1.6267508226145762e-08,-0.14662941031738172,-0.07250193360067707,-0.10871166852287947,1.2014395590185937e-08,2.3201835020554934e-08,-0.14563245346895448,-0.07148850324146777,0.15019628172801525,2.7195642152826003e-15,4.950008495221653e-15,0.11332007578224379,0.18665925288473276,Stat1
Edf1,-0.03265894425151358,0.08799333414075881,0.11476379294019602,-0.0700877892626003,0.004861728235104119,-0.1509532401113631,1.9641316860254623e-15,1.2861894589134479e-14,-0.18740667804586822,-0.11408458149603963,-0.34184106016001675,3.2287081325505008e-77,5.4352545197228186e-76,-0.374552488666849,-0.30827974533579927,0.022273418970389352,0.24469741837648873,0.27091780263627285,-0.015254042958721369,0.0597382187915065,0.21648850005774264,1.5346729182241822e-30,3.8294694438117516e-30,0.1804392220862132,0.2519569465025781,Edf1
